360		2.52645e-6
335		2.22484e-6
300		2.05647e-6
295		1.78311e-6
290		1.39178e-6
280		7.00547e-8
270		6.60278e-8
255		6.54761e-8
235		5.05176e-8
150		3.17424e-8
