# Time, total energy, potential energy, kinetic energy, temperature, pressure & MSD/6
1e-14 -25.0374005576715 -43.7601792517082 18.7227786940368 289.691796580283 109931283.905784 3.03809308407202e-24
1.1e-13 -24.999202358714 -31.3590107838499 6.35980842513586 98.4033598159675 37340213.3183815 1.20930396329133e-21
2.1e-13 -25.028812460862 -33.6815998917614 8.65278743089936 133.881918771112 50803795.5381693 4.58631440318505e-21
3.1e-13 -25.0239570199363 -33.7985695110984 8.77461249116211 135.766880461507 51519109.9284659 8.62331383680966e-21
4.1e-13 -25.0232937925807 -34.7430300144086 9.7197362218279 150.390489275216 57068549.5400629 1.25928856050268e-20
5.09999999999999e-13 -25.0229807201198 -34.7601348716562 9.73715415153645 150.659991544747 57170822.2154159 1.62391337746312e-20
6.09999999999999e-13 -25.0252875330482 -35.5478722381333 10.5225847050851 162.812716942234 61782595.0788441 1.95674363186728e-20
7.09999999999999e-13 -25.0234106051036 -35.2961623078979 10.2727517027942 158.94712773342 60315662.6506253 2.26988458284334e-20
8.09999999999999e-13 -25.0229891960758 -34.668514314209 9.64552511813319 149.242243691222 56632807.4026396 2.59686602197316e-20
9.09999999999999e-13 -25.0251059997219 -34.7278688673695 9.70276286764758 150.127865786105 56968887.4787122 2.93956629431847e-20
1.01e-12 -25.024918673818 -34.914180726691 9.88926205287305 153.013510321653 58063944.1060243 3.28334363762262e-20
1.11e-12 -25.0244481701315 -35.0488304923622 10.0243823222307 155.104184693459 58857322.6910588 3.61114372814412e-20
1.21e-12 -25.0235288720568 -34.7794449495021 9.75591607744536 150.950289054144 57280985.2180771 3.9296018814117e-20
1.31e-12 -25.0246902637697 -35.2515984445785 10.2269081808088 158.237805016822 60046487.5726527 4.23208353986803e-20
1.41e-12 -25.0207087413897 -34.7032136745301 9.68250493314033 149.81442099576 56849942.0227424 4.52350793739895e-20
1.51e-12 -25.0242241329591 -35.4509227702536 10.4266986372945 161.329101304876 61219588.2627974 4.80704559452742e-20
1.61e-12 -25.0220866086846 -34.8050909742112 9.78300436552657 151.369417804676 57440040.9138007 5.0941533871907e-20
1.71e-12 -25.0255335475698 -34.9002105351046 9.87467698753476 152.78784009128 57978307.3658102 5.39514136341005e-20
1.81000000000001e-12 -25.0240815934996 -35.0449918401461 10.0209102466466 155.050462335776 58836937.7072379 5.69917394500942e-20
1.91000000000001e-12 -25.0231637175898 -35.1593370918486 10.1361733742587 156.833893260378 59513724.9672933 5.99988394923444e-20
