100		0.255909026		1.24559999E-02
200		3.48247194		9.16740894E-02
300		16.5021400		0.292631149
400		51.4085960		0.692218781
500		139.349014		1.32783508
600		308.156128		2.26254272
700		474.477875		3.63668823
